":@computed_region_dwzh_dtk5",":@computed_region_eziv_p4ck",":@computed_region_fk4y_hpmh",":@computed_region_kwzn_pe6v",":@computed_region_tmcg_v66k",":@computed_region_uh5x_q5mi","address_1","address_2","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"532","39","2","11","8","48","300 Block AMHERST ST",,"18-0860720","BUFFALO","",,"2018-03-28T04:29:45.000","Tuesday","7","2018-03-27T07:45:21.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840175676","LARCENY/THEFT","42.93983903325543","POINT (-78.8235063125131 42.9398390332554)","-78.82350631251313","Theft","NY","2018-04-04T03:42:10.000",
"2918","40","1","2","3","210","100 Block 19TH ST",,"18-0860871","BUFFALO","",,"2018-03-28T06:16:53.000","Tuesday","8","2018-03-27T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840181049","BURGLARY","42.914800892017816","POINT (-78.8871701906426 42.9148008920178)","-78.88717019064258","Breaking & Entering","NY","2018-04-04T03:42:10.000",
"2208","28","3","17","2","221","100 Block REIMAN ST",,"18-0870131","BUFFALO","",,"2018-03-28T13:25:16.000","Tuesday","8","2018-03-27T08:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840203485","LARCENY/THEFT","42.895234337008226","POINT (-78.804598969124 42.8952343370082)","-78.80459896912396","Theft","NY","2018-04-05T07:07:13.000",
"2672","77","1","14","4","31","500 Block WASHINGTON ST",,"18-0860728","BUFFALO","",,"2018-03-28T03:05:16.000","Tuesday","8","2018-03-27T08:02:36.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840172820","ASSAULT","42.887537331003685","POINT (-78.8724837231624 42.8875373310037)","-78.87248372316242","Assault","NY","2018-04-04T03:42:10.000",
"2892","43","5","2","3","181","100 Block GRANT ST",,"18-0860781","BUFFALO","",,"2018-03-28T03:05:16.000","Tuesday","9","2018-03-27T09:13:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840172821","LARCENY/THEFT","42.918771287325114","POINT (-78.8902510252576 42.9187712873251)","-78.89025102525758","Theft","NY","2018-04-04T03:42:10.000",
"2536","7","2","11","8","78","3000 Block BAILEY AV",,"18-0860259","BUFFALO","",,"2018-03-27T16:13:42.000","Tuesday","9","2018-03-27T09:20:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","839618480","LARCENY/THEFT","42.938295829998594","POINT (-78.8133798005202 42.9382958299986)","-78.81337980052017","Theft","NY","2018-04-04T03:42:10.000",
"2364","57","5","10","1","218","1 Block JASPER PARRISH DR",,"18-0860792","BUFFALO","",,"2018-03-28T07:49:31.000","Tuesday","9","2018-03-27T09:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840185297","ASSAULT","42.947147651949734","POINT (-78.888449743033 42.9471476519497)","-78.88844974303304","Assault","NY","2018-04-04T03:42:10.000",
"2367","1","4","9","2","133","1500 Block S PARK AV",,"18-0860254","BUFFALO","",,"2018-03-27T22:34:39.000","Tuesday","10","2018-03-27T10:20:03.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840156728","ROBBERY","42.856825522262994","POINT (-78.8287414453256 42.856825522263)","-78.82874144532559","Robbery","NY","2018-04-04T03:42:10.000",
"2312","56","2","11","8","117","300 Block MINNESOTA AV",,"18-0870246","BUFFALO","",,"2018-03-28T16:55:00.000","Tuesday","10","2018-03-27T10:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840215558","BURGLARY","42.94586278383081","POINT (-78.8163959464537 42.9458627838308)","-78.81639594645372","Breaking & Entering","NY","2018-04-05T07:07:13.000",
"1633","66","3","8","5","183","1 Block WICK ST",,"18-0860472","BUFFALO","",,"2018-03-28T04:29:45.000","Tuesday","11","2018-03-27T11:00:22.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840175677","UUV","42.89794875927823","POINT (-78.8193503565231 42.8979487592782)","-78.81935035652315","Theft of Vehicle","NY","2018-04-04T03:42:10.000",
"843","15","2","11","2","248","1 Block TEXAS ST",,"18-0870093","BUFFALO","",,"2018-03-28T13:25:16.000","Wednesday","3","2018-03-28T03:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840203484","BURGLARY","42.91912111875368","POINT (-78.8109191122638 42.9191211187537)","-78.81091911226383","Breaking & Entering","NY","2018-04-05T07:07:13.000",
"1526","39","2","11","8","48","1 Block CLARENCE AV",,"18-0870496","BUFFALO","",,"2018-03-28T21:35:43.000","Wednesday","3","2018-03-28T03:59:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840232049","ROBBERY","42.93599867476378","POINT (-78.8230059198364 42.9359986747638)","-78.82300591983638","Robbery","NY","2018-04-05T07:07:13.000",
"3135","72","5","10","1","97","400 Block EAST ST",,"18-0890537","BUFFALO","",,"2018-03-30T22:46:34.000","Wednesday","4","2018-03-28T04:26:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840815906","BURGLARY","42.942742199310224","POINT (-78.90407669052 42.9427421993102)","-78.90407669052003","Breaking & Entering","NY","2018-04-07T07:14:22.000",
"2694","3","3","17","2","171","1000 Block E LOVEJOY ST",,"18-0870080","BUFFALO","",,"2018-03-28T10:17:16.000","Wednesday","4","2018-03-28T04:35:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840193650","LARCENY/THEFT","42.88949341159816","POINT (-78.8077875908621 42.8894934115982)","-78.8077875908621","Theft","NY","2018-04-05T07:07:13.000",
"2329","78","5","10","1","114","1 Block MOELLER ST",,"18-0870079","BUFFALO","",,"2018-04-02T14:19:13.000","Wednesday","4","2018-03-28T04:54:44.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","841050764","UUV","42.94114285113028","POINT (-78.8868515256158 42.9411428511303)","-78.88685152561577","Theft of Vehicle","NY","2018-04-05T07:07:13.000",
"1362","17","1","15","3","273","200 Block JERSEY ST",,"18-0870647","BUFFALO","",,"2018-03-29T00:19:24.000","Wednesday","6","2018-03-28T06:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840242791","LARCENY/THEFT","42.901877605181745","POINT (-78.887032077954 42.9018776051817)","-78.88703207795405","Theft","NY","2018-04-05T07:07:13.000",
"3285","29","5","18","7","237","1 Block AGASSIZ CR",,"18-0870613","BUFFALO","",,"2018-03-29T02:50:30.000","Wednesday","6","2018-03-28T06:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840248864","LARCENY/THEFT","42.92942404087446","POINT (-78.8550925749456 42.9294240408745)","-78.85509257494556","Theft","NY","2018-04-05T07:07:13.000",
"2302","20","1","16","4","70","1 Block SUSSEX CT",,"18-0870595","BUFFALO","",,"2018-03-29T03:53:32.000","Wednesday","6","2018-03-28T06:01:14.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840251381","ASSAULT","42.884633372895635","POINT (-78.8595226622087 42.8846333728956)","-78.85952266220873","Assault","NY","2018-04-05T07:07:13.000",
"2509","39","2","11","8","20","1 Block PARKRIDGE AV",,"18-0870772","BUFFALO","",,"2018-03-29T06:04:55.000","Wednesday","7","2018-03-28T07:30:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840257114","ASSAULT","42.93569911444928","POINT (-78.8219217965955 42.9356991144493)","-78.82192179659555","Assault","NY","2018-04-05T07:07:13.000",
"1482","66","3","4","2","174","1 Block FAY ST",,"18-0880477","BUFFALO","",,"2018-03-29T22:21:59.000","Thursday","1","2018-03-29T01:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840736999","BURGLARY","42.903252797666916","POINT (-78.8152649574869 42.9032527976669)","-78.81526495748692","Breaking & Entering","NY","2018-04-06T09:41:14.000",
"821","15","2","4","2","173","FLOSS AV & GENESEE ST",,"18-0880388","BUFFALO","",,"2018-03-29T23:45:09.000","Thursday","1","2018-03-29T01:33:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840747862","ASSAULT","42.9161495","POINT (-78.804969 42.9161495)","-78.804969","Assault","NY","2018-04-06T09:41:14.000","14211"
"945","7","2","11","8","66","300 Block HEWITT AV",,"18-0880580","BUFFALO","",,"2018-03-29T23:45:09.000","Thursday","3","2018-03-29T03:00:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840747863","ASSAULT","42.942446105082574","POINT (-78.8098472318385 42.9424461050826)","-78.80984723183853","Assault","NY","2018-04-06T09:41:14.000",
"1563","75","2","11","2","145","1 Block LANGMEYER AV",,"18-0880065","BUFFALO","",,"2018-03-29T08:37:48.000","Thursday","3","2018-03-29T03:10:00.000","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","840265514","ASSAULT","42.924354463996636","POINT (-78.8146347035544 42.9243544639966)","-78.81463470355439","Assault","NY","2018-04-06T09:41:14.000",
